Binder1,1001__mALb8x1_fdrtc_A,1001__mALb8x1_fdrtc_B,1002__mALb8x1_rprtc_A,1002__mALb8x1_rprtc_B,1003__mALb8x2_fdrtc_A,1003__mALb8x2_fdrtc_B,1004__mALb8x2_rprtc_A,1004__mALb8x2_rprtc_B,1005__mALb8x12_fdrtc_A,1005__mALb8x12_fdrtc_B,1006__mALb8x12_rprtc_A,1006__mALb8x12_rprtc_B,1007__mALb8x12j_fdrtc_A,1007__mALb8x12j_fdrtc_B,1008__mALb8x12j_rprtc_A,1008__mALb8x12j_rprtc_B,1009__IL8_2H_A,1009__IL8_2H_B,1010__IL9_2H_A,1010__IL9_2H_B,1011__IL14_2H_A,1011__IL14_2H_B,1012__IL8_2Hx1_A,1012__IL8_2Hx1_B,1013__IL9_2Hx1_A,1013__IL9_2Hx1_B,1014__IL9_2Hx2_A,1014__IL9_2Hx2_B,1015__IL9_2Hx12j_A,1015__IL9_2Hx12j_B,1016__IL14_2Hx1_A,1016__IL14_2Hx1_B,1017__IL14_2Hx2_A,1017__IL14_2Hx2_B,1018__BW1_2H_A,1018__BW1_2H_B,1019__BW2_2H_A,1019__BW2_2H_B,1020__BW3_2H_A,1020__BW3_2H_B,1021__BW5_2H_A,1021__BW5_2H_B,1022__BW8_2H_A,1022__BW8_2H_B,1023__BW9_2H_A,1023__BW9_2H_B,1024__BW11_2H_A,1024__BW11_2H_B,1025__BW5_2Hx1_A,1025__BW5_2Hx1_B,1026__BW5_2Hx2_A,1026__BW5_2Hx2_B,1027__BW5_2Hx12j_A,1027__BW5_2Hx12j_B,1028__BW8_2Hx1_A,1028__BW8_2Hx1_B,1029__BW8_2Hx2_A,1029__BW8_2Hx2_B,1030__BW8_2Hx12j_A,1030__BW8_2Hx12j_B,1031__BW11_2Hx1_A,1031__BW11_2Hx1_B,1032__BW11_2Hx2_A,1032__BW11_2Hx2_B,1033__BW11_2Hx12j_A,1033__BW11_2Hx12j_B,1034__BW1_2Hx1_A,1034__BW1_2Hx1_B,1035__BW2_2Hx1_A,1035__BW2_2Hx1_B,1036__BW3_2Hx1_A,1036__BW3_2Hx1_B,1037__BW9_2Hx1_A,1037__BW9_2Hx1_B,Jerala_P1,Jerala_P10,Jerala_P11,Jerala_P12,Jerala_P2,Jerala_P3,Jerala_P4,Jerala_P5,Jerala_P6,Jerala_P7,Jerala_P8,Jerala_P9
1013__IL9_2Hx1_B,2145.0,1495.0,1175.0,3104.0,1062.0,769.0,1132.0,2692.0,1836.0,1587.0,1635.0,221.0,864.0,1038.0,1760.0,2261.0,414.0,1025.0,2606.0,2438.0,3215.0,1207.0,347.0,1715.0,1119.0,1209.0,2161.0,162.0,2292.0,3029.0,2592.0,1330.0,1198.0,2006.0,845.0,2541.0,3466.0,3080.0,1473.0,1223.0,3009.0,3209.0,2237.0,1061.0,2714.0,1161.0,2103.0,1831.0,820.0,1578.0,2463.0,3407.0,1871.0,1594.0,555.0,1329.0,3230.0,1996.0,1945.0,1652.0,291.0,2616.0,14.0,1629.0,122.0,1613.0,2089.0,1368.0,1219.0,1815.0,1467.0,1218.0,1543.0,964.0,893.0,434.0,511.0,968.0,1411.0,1314.0,1178.0,761.0,603.0,1058.0,699.0,1866.0
1014__IL9_2Hx2_A,444.0,1742.0,779.0,1397.0,588.0,940.0,1388.0,1026.0,886.0,594.0,690.0,88.0,912.0,503.0,1762.0,805.0,200.0,872.0,2100.0,2337.0,2379.0,802.0,90.0,1083.0,1273.0,2068.0,,120.0,1594.0,1874.0,1769.0,389.0,748.0,1249.0,168.0,984.0,2311.0,1711.0,394.0,753.0,1456.0,828.0,1509.0,510.0,1364.0,1373.0,1637.0,1206.0,624.0,541.0,1371.0,1135.0,1259.0,1638.0,718.0,602.0,1917.0,883.0,1650.0,465.0,352.0,1084.0,5.0,919.0,289.0,441.0,678.0,756.0,2004.0,1124.0,667.0,527.0,845.0,345.0,44.0,52.0,438.0,327.0,750.0,970.0,306.0,1493.0,254.0,1059.0,920.0,142.0
1014__IL9_2Hx2_B,692.0,1463.0,993.0,1983.0,1699.0,1143.0,1322.0,558.0,2427.0,1090.0,1864.0,95.0,935.0,581.0,1096.0,1759.0,335.0,1441.0,2095.0,2088.0,2977.0,1452.0,234.0,1700.0,2038.0,1900.0,590.0,39.0,1280.0,2491.0,3497.0,701.0,2874.0,1158.0,370.0,2492.0,1198.0,1757.0,1269.0,1017.0,1318.0,856.0,982.0,677.0,1290.0,1047.0,1036.0,1857.0,589.0,1105.0,1996.0,1504.0,918.0,1005.0,1036.0,1063.0,2430.0,413.0,1830.0,1255.0,580.0,1691.0,1.0,894.0,282.0,1828.0,906.0,1476.0,1245.0,1306.0,1257.0,739.0,2598.0,649.0,1196.0,2.0,496.0,651.0,1303.0,531.0,702.0,2083.0,569.0,1634.0,511.0,1012.0
1015__IL9_2Hx12j_A,1193.0,2165.0,1119.0,4057.0,1735.0,1588.0,2008.0,1478.0,973.0,1763.0,1678.0,316.0,1058.0,1036.0,638.0,2832.0,298.0,2391.0,3607.0,2487.0,3395.0,1438.0,863.0,1503.0,1629.0,2453.0,775.0,261.0,310.0,2415.0,2418.0,1035.0,1643.0,2915.0,1222.0,1850.0,3202.0,2840.0,1731.0,1509.0,4108.0,2259.0,3346.0,1039.0,1828.0,568.0,1775.0,1714.0,1620.0,1198.0,1719.0,2700.0,2432.0,501.0,907.0,1115.0,3150.0,1817.0,1574.0,2152.0,948.0,718.0,2.0,1428.0,141.0,2345.0,2800.0,1379.0,1316.0,1192.0,1447.0,740.0,2198.0,936.0,705.0,404.0,292.0,1493.0,906.0,1194.0,1305.0,1348.0,1988.0,341.0,1427.0,402.0
1015__IL9_2Hx12j_B,1355.0,2705.0,963.0,2854.0,1457.0,1423.0,2761.0,1162.0,793.0,1995.0,1332.0,130.0,1004.0,813.0,3854.0,1542.0,278.0,896.0,3334.0,2144.0,2693.0,1696.0,950.0,1423.0,1614.0,2135.0,1261.0,14.0,3406.0,313.0,2929.0,1446.0,2082.0,2211.0,392.0,1826.0,2095.0,4479.0,1701.0,1561.0,3650.0,1589.0,2165.0,874.0,1449.0,2692.0,1635.0,1840.0,1438.0,1371.0,1690.0,1636.0,2243.0,750.0,1679.0,1076.0,3046.0,1029.0,1675.0,1012.0,928.0,1042.0,6.0,1995.0,1237.0,1796.0,2645.0,726.0,2644.0,897.0,1839.0,353.0,2801.0,638.0,703.0,219.0,824.0,244.0,457.0,549.0,1495.0,3.0,616.0,1480.0,1092.0,885.0
1016__IL14_2Hx1_A,771.0,1530.0,1165.0,1564.0,1928.0,2052.0,642.0,1539.0,1249.0,342.0,941.0,128.0,1117.0,616.0,1565.0,1850.0,104.0,2078.0,1051.0,2416.0,2892.0,1523.0,440.0,439.0,453.0,1828.0,1443.0,193.0,2180.0,2421.0,1228.0,351.0,1106.0,814.0,487.0,1333.0,2873.0,2540.0,1425.0,916.0,1325.0,1665.0,1145.0,678.0,1329.0,882.0,762.0,1437.0,972.0,1247.0,1068.0,1810.0,2415.0,580.0,1957.0,636.0,1666.0,1577.0,1768.0,1594.0,945.0,1499.0,3.0,459.0,257.0,665.0,1517.0,1263.0,1201.0,1798.0,555.0,977.0,1076.0,287.0,479.0,139.0,447.0,330.0,980.0,935.0,512.0,154.0,520.0,595.0,858.0,190.0
1016__IL14_2Hx1_B,1735.0,1166.0,914.0,2176.0,1154.0,2105.0,2558.0,700.0,621.0,1164.0,939.0,117.0,969.0,437.0,1685.0,1808.0,393.0,1662.0,3429.0,2196.0,1542.0,1010.0,175.0,551.0,1491.0,1625.0,967.0,219.0,3514.0,2435.0,1713.0,249.0,1731.0,452.0,449.0,1973.0,2277.0,2310.0,1090.0,1145.0,1835.0,1631.0,1187.0,572.0,1523.0,1360.0,1388.0,951.0,1253.0,982.0,1158.0,2473.0,2663.0,845.0,295.0,754.0,1806.0,1604.0,1087.0,1141.0,580.0,936.0,3.0,1599.0,274.0,1124.0,1276.0,1204.0,1665.0,1905.0,859.0,1787.0,1134.0,510.0,435.0,1064.0,472.0,1584.0,407.0,237.0,1041.0,287.0,227.0,233.0,856.0,1.0
1017__IL14_2Hx2_A,340.0,1480.0,2060.0,3054.0,782.0,1870.0,2010.0,652.0,1325.0,1796.0,669.0,109.0,735.0,898.0,1368.0,2738.0,299.0,734.0,1875.0,2065.0,2288.0,800.0,326.0,1223.0,1797.0,3686.0,1501.0,109.0,2648.0,1575.0,1491.0,491.0,11.0,1072.0,672.0,1788.0,1308.0,2742.0,393.0,1406.0,2653.0,1326.0,2277.0,595.0,1903.0,1362.0,694.0,1408.0,529.0,2344.0,1275.0,3227.0,1940.0,1266.0,931.0,713.0,3002.0,1215.0,1662.0,1030.0,329.0,737.0,6.0,1444.0,65.0,1161.0,1102.0,908.0,2238.0,2146.0,1489.0,1792.0,1401.0,422.0,111.0,223.0,72.0,356.0,643.0,552.0,704.0,730.0,252.0,1229.0,656.0,825.0
1017__IL14_2Hx2_B,940.0,1371.0,783.0,1158.0,616.0,334.0,402.0,671.0,1021.0,1519.0,105.0,34.0,1155.0,628.0,1759.0,1120.0,109.0,922.0,429.0,1073.0,1700.0,1075.0,380.0,263.0,554.0,1014.0,674.0,32.0,1254.0,1438.0,1980.0,548.0,1318.0,5.0,247.0,1380.0,1079.0,1989.0,733.0,1075.0,1658.0,1322.0,1212.0,472.0,1356.0,1474.0,929.0,1265.0,898.0,1173.0,1050.0,946.0,695.0,985.0,1168.0,899.0,1647.0,604.0,243.0,534.0,423.0,352.0,,849.0,294.0,842.0,1396.0,890.0,823.0,817.0,428.0,42.0,1514.0,381.0,18.0,149.0,290.0,139.0,635.0,268.0,149.0,207.0,259.0,382.0,619.0,388.0
1018__BW1_2H_A,1123.0,1148.0,1115.0,1699.0,1300.0,1276.0,1445.0,1315.0,1557.0,1381.0,838.0,109.0,541.0,499.0,2715.0,1343.0,205.0,1525.0,1120.0,1504.0,2997.0,1358.0,321.0,535.0,1601.0,3383.0,1079.0,208.0,2951.0,1073.0,2805.0,344.0,1510.0,950.0,,2339.0,1447.0,4926.0,1459.0,613.0,2438.0,1027.0,2067.0,760.0,2714.0,3397.0,1533.0,910.0,997.0,941.0,1882.0,1966.0,1119.0,1107.0,1906.0,1138.0,1147.0,774.0,1305.0,1117.0,632.0,1974.0,5.0,617.0,344.0,2289.0,776.0,609.0,927.0,1258.0,1280.0,419.0,1611.0,632.0,,1207.0,813.0,1117.0,527.0,584.0,747.0,1035.0,601.0,835.0,462.0,398.0
1018__BW1_2H_B,541.0,1008.0,695.0,1579.0,1714.0,1131.0,746.0,1801.0,1301.0,897.0,1848.0,194.0,1050.0,1369.0,978.0,3883.0,474.0,849.0,1692.0,1762.0,1849.0,1242.0,825.0,1062.0,1328.0,992.0,701.0,88.0,2326.0,1832.0,1269.0,787.0,2181.0,687.0,386.0,420.0,1146.0,1997.0,689.0,2329.0,1709.0,1599.0,2386.0,846.0,969.0,1286.0,1735.0,1844.0,656.0,890.0,1360.0,2339.0,672.0,551.0,789.0,1748.0,2592.0,678.0,855.0,1220.0,591.0,664.0,8.0,1197.0,326.0,1356.0,1018.0,590.0,1270.0,1416.0,1176.0,1464.0,1698.0,599.0,464.0,322.0,951.0,1270.0,385.0,11.0,443.0,174.0,291.0,821.0,951.0,309.0
1019__BW2_2H_A,1974.0,1891.0,2203.0,3069.0,711.0,2530.0,1013.0,940.0,2389.0,1610.0,2164.0,153.0,1023.0,886.0,2543.0,1778.0,375.0,1034.0,1201.0,1014.0,1806.0,1622.0,484.0,848.0,1469.0,2247.0,851.0,202.0,2266.0,3751.0,1682.0,1000.0,2364.0,1262.0,323.0,1916.0,1194.0,2542.0,1044.0,1613.0,2821.0,1951.0,1865.0,735.0,2296.0,947.0,1942.0,1622.0,1224.0,2898.0,1814.0,1352.0,1915.0,1177.0,1134.0,872.0,2069.0,1704.0,1111.0,3208.0,996.0,995.0,3.0,2942.0,491.0,1894.0,1181.0,923.0,708.0,2202.0,1676.0,865.0,1121.0,450.0,641.0,2056.0,873.0,600.0,795.0,988.0,928.0,687.0,596.0,406.0,222.0,1057.0
1019__BW2_2H_B,2372.0,3254.0,1609.0,4478.0,1575.0,1637.0,1338.0,1560.0,2339.0,1505.0,2151.0,322.0,1347.0,1356.0,1944.0,3434.0,583.0,2078.0,2943.0,3645.0,3730.0,935.0,584.0,834.0,1640.0,3234.0,1196.0,113.0,3002.0,3801.0,2237.0,487.0,2113.0,1840.0,874.0,2149.0,3032.0,,1444.0,1186.0,3228.0,3061.0,3320.0,591.0,3282.0,1598.0,1537.0,2004.0,590.0,2244.0,1533.0,1533.0,2619.0,1487.0,1168.0,811.0,2397.0,1479.0,2299.0,1622.0,1498.0,1046.0,17.0,1482.0,245.0,2440.0,1738.0,2358.0,1653.0,3211.0,1580.0,1470.0,2808.0,590.0,453.0,1467.0,472.0,1136.0,395.0,302.0,1299.0,300.0,573.0,794.0,1502.0,1942.0
1020__BW3_2H_A,1527.0,1800.0,1569.0,4619.0,1404.0,1179.0,2217.0,2179.0,2130.0,2737.0,1318.0,182.0,646.0,1025.0,1573.0,3795.0,587.0,1474.0,1833.0,2039.0,2796.0,1688.0,726.0,1193.0,1877.0,3356.0,2760.0,100.0,2288.0,5323.0,4069.0,994.0,1669.0,1818.0,601.0,2368.0,2817.0,3217.0,369.0,1250.0,5351.0,1693.0,2129.0,1546.0,2519.0,2408.0,3563.0,1268.0,1234.0,2441.0,2690.0,3380.0,1605.0,1218.0,519.0,1083.0,2270.0,2161.0,1198.0,2082.0,715.0,1680.0,8.0,1171.0,819.0,2110.0,2159.0,2111.0,1342.0,1388.0,1452.0,645.0,2214.0,484.0,1127.0,652.0,384.0,231.0,1182.0,624.0,1227.0,877.0,929.0,466.0,2087.0,148.0
1020__BW3_2H_B,435.0,2592.0,855.0,3211.0,300.0,906.0,1403.0,1069.0,1442.0,963.0,743.0,63.0,1515.0,275.0,2137.0,2562.0,344.0,564.0,3098.0,3304.0,2907.0,692.0,258.0,978.0,738.0,1111.0,843.0,78.0,2252.0,2177.0,1683.0,568.0,2011.0,1478.0,686.0,2309.0,2526.0,1480.0,823.0,,2540.0,1264.0,2080.0,575.0,1457.0,308.0,2217.0,899.0,1350.0,1531.0,885.0,993.0,702.0,837.0,853.0,852.0,1222.0,1093.0,1473.0,1664.0,206.0,1245.0,8.0,761.0,553.0,1709.0,2198.0,468.0,1166.0,2379.0,718.0,734.0,980.0,382.0,229.0,79.0,757.0,485.0,1575.0,364.0,759.0,855.0,115.0,720.0,489.0,116.0
1021__BW5_2H_A,2611.0,8740.0,3152.0,7367.0,2745.0,2925.0,4949.0,3387.0,2457.0,4058.0,3104.0,549.0,2575.0,1912.0,4878.0,4961.0,1070.0,2220.0,5442.0,8813.0,6923.0,3149.0,1625.0,2161.0,3288.0,4592.0,1899.0,405.0,7023.0,7229.0,5512.0,1566.0,5772.0,2727.0,1893.0,3299.0,4302.0,4178.0,3352.0,4585.0,3850.0,4463.0,8359.0,2735.0,4719.0,3201.0,5830.0,2989.0,2986.0,1921.0,5112.0,3164.0,5108.0,3153.0,2876.0,2196.0,4275.0,2311.0,3408.0,3065.0,1085.0,2171.0,25.0,4757.0,814.0,4782.0,4367.0,2829.0,2924.0,2647.0,3772.0,2388.0,5773.0,1075.0,1361.0,1654.0,1661.0,2974.0,1966.0,1114.0,2589.0,1230.0,2144.0,2081.0,2363.0,1568.0
1021__BW5_2H_B,735.0,1896.0,597.0,1850.0,1359.0,653.0,1016.0,1008.0,1301.0,1418.0,806.0,210.0,762.0,741.0,641.0,1895.0,329.0,838.0,1000.0,1563.0,1272.0,633.0,687.0,481.0,1264.0,1867.0,901.0,103.0,1670.0,1388.0,1555.0,501.0,2001.0,359.0,768.0,1701.0,1385.0,1085.0,518.0,632.0,805.0,,2641.0,610.0,730.0,631.0,827.0,1513.0,1359.0,1281.0,512.0,2926.0,1512.0,769.0,740.0,1015.0,1943.0,140.0,1087.0,2004.0,248.0,768.0,9.0,793.0,145.0,699.0,1011.0,584.0,583.0,752.0,1456.0,872.0,1175.0,360.0,424.0,1047.0,200.0,29.0,446.0,591.0,1179.0,66.0,136.0,414.0,947.0,543.0
1022__BW8_2H_A,942.0,2274.0,734.0,3116.0,653.0,1088.0,1097.0,1133.0,1079.0,836.0,1270.0,210.0,1131.0,645.0,2444.0,3139.0,239.0,613.0,2857.0,2052.0,1032.0,1448.0,576.0,874.0,1448.0,2012.0,1384.0,150.0,1541.0,3487.0,1565.0,570.0,1409.0,1426.0,362.0,784.0,1862.0,3187.0,1450.0,2076.0,2753.0,910.0,1510.0,635.0,2389.0,1440.0,2848.0,617.0,692.0,1969.0,776.0,1575.0,2517.0,394.0,1026.0,988.0,2811.0,1497.0,1827.0,2501.0,214.0,953.0,11.0,1422.0,247.0,1871.0,1393.0,1529.0,2038.0,661.0,718.0,1555.0,841.0,504.0,149.0,1082.0,618.0,361.0,835.0,963.0,323.0,392.0,187.0,453.0,453.0,646.0
1022__BW8_2H_B,840.0,1079.0,991.0,1905.0,1559.0,625.0,1114.0,1341.0,2290.0,1673.0,1162.0,117.0,1106.0,871.0,1796.0,2478.0,128.0,1740.0,1816.0,1458.0,1923.0,1068.0,191.0,754.0,2985.0,1029.0,1058.0,83.0,2717.0,2386.0,1693.0,438.0,2107.0,1891.0,583.0,1412.0,2853.0,2655.0,1452.0,964.0,1885.0,2269.0,3028.0,407.0,1395.0,1093.0,2312.0,1017.0,1666.0,713.0,815.0,1380.0,1524.0,337.0,498.0,927.0,1234.0,932.0,1517.0,1075.0,779.0,1229.0,4.0,1957.0,40.0,2453.0,1162.0,694.0,1238.0,1406.0,445.0,476.0,629.0,250.0,394.0,31.0,507.0,770.0,202.0,630.0,765.0,729.0,900.0,1227.0,1007.0,765.0
1023__BW9_2H_A,594.0,2098.0,894.0,3703.0,1546.0,945.0,2056.0,2131.0,1391.0,1208.0,1559.0,230.0,1518.0,1929.0,3285.0,2923.0,217.0,1574.0,1886.0,3887.0,2687.0,911.0,542.0,2063.0,1669.0,1428.0,523.0,168.0,1887.0,3563.0,3001.0,402.0,1189.0,1155.0,690.0,1434.0,2812.0,2863.0,1060.0,1700.0,3116.0,2273.0,1996.0,921.0,1152.0,2232.0,1746.0,1426.0,1549.0,1144.0,1753.0,3102.0,1875.0,634.0,1031.0,1425.0,2344.0,1811.0,3338.0,1230.0,520.0,1886.0,12.0,2108.0,230.0,2401.0,1742.0,1208.0,1070.0,1333.0,1613.0,1102.0,1036.0,381.0,1343.0,686.0,769.0,1309.0,554.0,1728.0,915.0,417.0,72.0,676.0,779.0,529.0
1023__BW9_2H_B,1164.0,1800.0,1273.0,1456.0,854.0,723.0,1538.0,1781.0,1958.0,1108.0,760.0,124.0,342.0,703.0,846.0,1587.0,366.0,1015.0,1913.0,2136.0,1639.0,1551.0,196.0,1075.0,1041.0,1649.0,1351.0,95.0,2272.0,2870.0,1183.0,857.0,1152.0,1449.0,362.0,1782.0,1726.0,3174.0,1018.0,1078.0,1889.0,1156.0,2010.0,1009.0,2140.0,7.0,2482.0,1434.0,688.0,680.0,349.0,2758.0,1174.0,406.0,604.0,975.0,2600.0,677.0,1321.0,1020.0,408.0,984.0,7.0,341.0,895.0,679.0,2016.0,517.0,980.0,1440.0,531.0,965.0,1591.0,190.0,694.0,191.0,1478.0,102.0,602.0,491.0,363.0,919.0,3.0,306.0,529.0,373.0
1024__BW11_2H_A,743.0,1523.0,907.0,2126.0,1352.0,1081.0,939.0,1103.0,807.0,1391.0,576.0,174.0,661.0,747.0,1173.0,1205.0,347.0,1254.0,1276.0,1547.0,2124.0,411.0,445.0,1247.0,1548.0,1572.0,765.0,85.0,1578.0,1287.0,1485.0,220.0,1817.0,1461.0,489.0,1187.0,1387.0,1250.0,584.0,1664.0,1825.0,1955.0,1229.0,721.0,1240.0,1250.0,20.0,1537.0,862.0,1416.0,1241.0,770.0,1372.0,573.0,847.0,569.0,1278.0,813.0,1033.0,935.0,635.0,852.0,7.0,666.0,134.0,979.0,1220.0,1109.0,1297.0,1454.0,650.0,273.0,1404.0,321.0,511.0,1339.0,295.0,570.0,298.0,3.0,763.0,544.0,559.0,201.0,242.0,298.0
1024__BW11_2H_B,909.0,1333.0,2883.0,1649.0,1564.0,1821.0,2216.0,1451.0,1839.0,2529.0,825.0,156.0,1334.0,1445.0,2584.0,2679.0,545.0,1461.0,4070.0,3712.0,3232.0,1752.0,1157.0,1655.0,1473.0,3472.0,623.0,266.0,2897.0,3935.0,2325.0,774.0,1868.0,2444.0,1128.0,2606.0,2161.0,3871.0,1166.0,1533.0,3164.0,1751.0,2599.0,629.0,2525.0,1389.0,1977.0,2.0,1822.0,2431.0,1482.0,1904.0,2138.0,2221.0,1051.0,1456.0,2750.0,1432.0,1564.0,865.0,650.0,793.0,12.0,1404.0,109.0,1919.0,1666.0,2046.0,2332.0,2591.0,1293.0,814.0,3143.0,401.0,1691.0,795.0,620.0,1612.0,1263.0,753.0,930.0,1199.0,1294.0,832.0,786.0,1087.0
1025__BW5_2Hx1_A,1652.0,4473.0,3051.0,4114.0,2736.0,930.0,2537.0,1111.0,1697.0,1702.0,2353.0,129.0,1798.0,320.0,3048.0,2077.0,480.0,1636.0,2272.0,3399.0,3947.0,1683.0,684.0,1663.0,1300.0,2343.0,1228.0,215.0,2695.0,3002.0,4102.0,1236.0,1898.0,1779.0,1051.0,2549.0,1883.0,3886.0,1506.0,1002.0,3769.0,2215.0,2730.0,1306.0,2121.0,1249.0,1611.0,2324.0,,2490.0,1435.0,2040.0,3016.0,1236.0,1079.0,1561.0,2020.0,2260.0,1610.0,2157.0,1240.0,2265.0,30.0,2112.0,457.0,1504.0,1969.0,583.0,1060.0,1429.0,2051.0,1762.0,1817.0,450.0,1071.0,70.0,1413.0,1162.0,1928.0,515.0,1092.0,718.0,813.0,432.0,761.0,1331.0
1025__BW5_2Hx1_B,383.0,849.0,1847.0,2245.0,1150.0,790.0,1962.0,1075.0,1278.0,720.0,359.0,122.0,873.0,1283.0,618.0,1688.0,369.0,1491.0,901.0,2084.0,1462.0,548.0,64.0,863.0,1209.0,1685.0,1290.0,57.0,1305.0,2272.0,2537.0,204.0,1818.0,878.0,886.0,1456.0,1674.0,1356.0,788.0,1148.0,1368.0,771.0,1445.0,732.0,1799.0,1097.0,1427.0,996.0,843.0,331.0,690.0,1276.0,1440.0,280.0,1246.0,780.0,1667.0,371.0,517.0,1337.0,203.0,494.0,10.0,1223.0,42.0,789.0,925.0,639.0,453.0,767.0,785.0,1092.0,902.0,131.0,,228.0,472.0,476.0,286.0,255.0,790.0,123.0,609.0,650.0,448.0,393.0
1026__BW5_2Hx2_A,1486.0,2789.0,1465.0,1375.0,1675.0,1856.0,2492.0,600.0,2022.0,2242.0,907.0,309.0,1805.0,1259.0,1780.0,1232.0,478.0,1001.0,2885.0,1240.0,2113.0,1705.0,473.0,1962.0,1832.0,3136.0,486.0,142.0,3105.0,2688.0,2851.0,526.0,1066.0,1568.0,829.0,795.0,2975.0,4844.0,1165.0,1897.0,2876.0,2234.0,1568.0,1106.0,1875.0,1766.0,2145.0,1142.0,1895.0,1362.0,25.0,915.0,2298.0,2051.0,1035.0,1140.0,1753.0,1517.0,766.0,3124.0,657.0,903.0,17.0,1466.0,478.0,1423.0,1154.0,460.0,2512.0,1465.0,1414.0,530.0,2632.0,413.0,723.0,546.0,317.0,645.0,1646.0,431.0,1059.0,1351.0,823.0,976.0,688.0,1422.0
1026__BW5_2Hx2_B,984.0,2180.0,1300.0,907.0,800.0,772.0,1850.0,1275.0,1518.0,977.0,943.0,114.0,630.0,421.0,2911.0,1638.0,285.0,1304.0,1324.0,3481.0,1689.0,755.0,422.0,590.0,824.0,1824.0,641.0,156.0,1638.0,2396.0,1336.0,174.0,1564.0,1313.0,415.0,1285.0,1495.0,1146.0,740.0,1387.0,1368.0,1305.0,2547.0,614.0,813.0,1135.0,1301.0,578.0,961.0,382.0,334.0,86.0,715.0,983.0,1628.0,1033.0,1469.0,1341.0,868.0,1687.0,1034.0,1695.0,4.0,349.0,414.0,1622.0,1318.0,1003.0,1798.0,1432.0,1405.0,1039.0,1496.0,297.0,234.0,519.0,479.0,626.0,27.0,825.0,701.0,58.0,558.0,152.0,755.0,469.0
1027__BW5_2Hx12j_A,1719.0,3295.0,2128.0,1897.0,2387.0,1263.0,3961.0,707.0,2345.0,1863.0,2096.0,341.0,2211.0,986.0,3831.0,3519.0,528.0,2227.0,3892.0,4849.0,7351.0,2176.0,1725.0,2134.0,3722.0,3576.0,1876.0,183.0,5075.0,4800.0,5151.0,815.0,2877.0,1878.0,2270.0,1812.0,4689.0,6627.0,1110.0,2334.0,5020.0,3838.0,5274.0,1782.0,2823.0,1233.0,4215.0,1610.0,1968.0,2661.0,3173.0,5486.0,21.0,2617.0,1399.0,2707.0,3928.0,1814.0,3109.0,2421.0,552.0,1492.0,14.0,2494.0,513.0,3579.0,3944.0,1395.0,685.0,3929.0,2036.0,664.0,3718.0,582.0,1372.0,867.0,1859.0,1009.0,3533.0,207.0,2624.0,3427.0,1758.0,310.0,3134.0,793.0
1027__BW5_2Hx12j_B,515.0,1750.0,1214.0,2110.0,772.0,835.0,1840.0,722.0,795.0,702.0,969.0,141.0,867.0,1022.0,1507.0,554.0,255.0,951.0,1726.0,1853.0,2687.0,860.0,487.0,784.0,924.0,3075.0,1054.0,129.0,1596.0,4191.0,2540.0,436.0,989.0,2005.0,575.0,1271.0,1795.0,1245.0,1591.0,943.0,1284.0,1902.0,2987.0,1831.0,1727.0,828.0,357.0,1764.0,562.0,1515.0,556.0,1995.0,1177.0,565.0,377.0,919.0,2141.0,1319.0,744.0,1812.0,578.0,708.0,7.0,1432.0,546.0,2131.0,1515.0,781.0,1347.0,1355.0,666.0,1410.0,1847.0,637.0,11.0,51.0,750.0,716.0,526.0,760.0,633.0,242.0,642.0,909.0,1173.0,114.0
