Binder1,A_ZCON_13_swap,A_ZCON_150_swap,A_ZCON_154_swap,A_ZCON_155_swap,A_ZCON_15_re_loop_swap,A_ZCON_162_swap,A_ZCON_37_3_swap,A_ZCON_37_swap,A_ZCON_6_swap,B_ZCON_13_swap,B_ZCON_150_swap,B_ZCON_154_swap,B_ZCON_155_swap,B_ZCON_15_re_loop_swap,B_ZCON_162_swap,B_ZCON_37_3_swap,B_ZCON_37_swap,B_ZCON_6_swap,DHDr2_00_A,DHDr2_00_B,DHDr2_01_A,DHDr2_01_B,DHDr2_02_A,DHDr2_02_B,DHDr2_03_A,DHDr2_03_B,DHDr2_04_A,DHDr2_04_B,DHDr2_05_A,DHDr2_05_B,DHDr2_06_A,DHDr2_06_B,DHDr2_07_A,DHDr2_07_B,DHDr2_08_A,DHDr2_08_B,DHDr2_09_A,DHDr2_09_B,DHDr2_10_A,DHDr2_10_B,DHDr2_11_A,DHDr2_11_B,DHDr2_12_A,DHDr2_12_B,DHDr2_13_A,DHDr2_13_B,DHDr2_14_A,DHDr2_14_B,DHDr2_15_A,DHDr2_15_B,DHDr2_16_A,DHDr2_16_B,DHDr2_17_A,DHDr2_17_B,DHDr2_18_A,DHDr2_18_B,DHDr2_19_A,DHDr2_19_B,DHDr2_20_A,DHDr2_20_B,ZCON_150_LL_A,ZCON_150_LL_B,ZCON_150_resurf_A,ZCON_150_resurf_B,ZCON_152_A,ZCON_152_B,ZCON_152_T2_A,ZCON_152_T2_B,ZCON_152_T4_A,ZCON_152_T4_B,ZCON_154_LL_A,ZCON_154_LL_B,ZCON_154_resurf_A,ZCON_154_resurf_B,ZCON_155_LL_A,ZCON_155_LL_B,ZCON_155_cutT2_A,ZCON_155_cutT2_B,ZCON_155_cutT4_A,ZCON_155_cutT4_B,ZCON_155_cutT5_A,ZCON_155_cutT5_B,ZCON_155_resurf_A,ZCON_155_resurf_B,ZCON_15_re_loop_LL_A,ZCON_15_re_loop_LL_B,ZCON_15_re_loop_resurf_A,ZCON_15_re_loop_resurf_B,ZCON_2_CC_A,ZCON_2_CC_B,ZCON_2_CC_resurf_A,ZCON_2_CC_resurf_B,ZCON_2_CC_resurf_cutT2_A,ZCON_2_CC_resurf_cutT2_B,ZCON_2_CC_resurf_cutT4_A,ZCON_2_CC_resurf_cutT4_B,ZCON_2_CC_resurf_cutT6_A,ZCON_2_CC_resurf_cutT6_B,ZCON_37_LL_A,ZCON_37_LL_B,ZCON_37_resurf_A,ZCON_37_resurf_B,ZCON_VR_2_A,ZCON_VR_2_B,ZCON_VR_2_cutT2_A,ZCON_VR_2_cutT2_B,ZCON_VR_2_cutT4_A,ZCON_VR_2_cutT4_B,ZCON_VR_2_cutT6_A,ZCON_VR_2_cutT6_B,ZCON_VR_2_resurf_A,ZCON_VR_2_resurf_B,mALb8_A,mALb8_B,mALb8_cutT1_A,mALb8_cutT1_B,mALb8_cutT2_A,mALb8_cutT2_B,mALb8_cutT3_A,mALb8_cutT3_B,mALb8_cutT4_A,mALb8_cutT4_B
B_ZCON_6_swap,1108.0,1652.0,4395.0,678.0,4867.0,4138.0,679.0,1354.0,2520.0,1312.0,14.0,5156.0,1376.0,2749.0,2822.0,1262.0,2445.0,2203.0,2714.0,2401.0,28.0,1100.0,668.0,958.0,3802.0,3425.0,1231.0,6997.0,3112.0,1527.0,1540.0,134.0,2503.0,1418.0,1836.0,806.0,1845.0,815.0,1002.0,857.0,1877.0,5170.0,667.0,1382.0,3140.0,2670.0,1151.0,2673.0,1374.0,1869.0,2742.0,703.0,70.0,2921.0,919.0,4608.0,1378.0,2023.0,1091.0,387.0,3519.0,5085.0,1816.0,564.0,884.0,1917.0,381.0,539.0,255.0,1038.0,5214.0,2408.0,1571.0,2208.0,5485.0,2374.0,10.0,1935.0,20.0,649.0,258.0,1280.0,4289.0,884.0,2773.0,6757.0,2024.0,2995.0,3210.0,,3570.0,2677.0,2330.0,2031.0,536.0,1481.0,1.0,335.0,4963.0,1509.0,1184.0,1671.0,400.0,1328.0,3132.0,2014.0,1011.0,1718.0,3.0,611.0,586.0,3893.0,1409.0,573.0,2012.0,408.0,5.0,1652.0,821.0,416.0,1.0,231.0
DHDr2_00_A,54.0,5746.0,2810.0,2639.0,3905.0,603.0,993.0,1892.0,1419.0,983.0,1553.0,2776.0,137.0,2138.0,3801.0,1366.0,1189.0,1100.0,1335.0,2222.0,20.0,12.0,1047.0,1419.0,2104.0,3880.0,1449.0,2428.0,3761.0,2115.0,2032.0,212.0,1840.0,4114.0,1660.0,900.0,1145.0,1219.0,1888.0,296.0,2523.0,3809.0,626.0,1085.0,386.0,2934.0,362.0,246.0,1782.0,3012.0,1649.0,458.0,573.0,788.0,1692.0,1206.0,879.0,4262.0,1202.0,429.0,1630.0,4087.0,3434.0,1205.0,2979.0,1134.0,396.0,391.0,1506.0,943.0,1277.0,3501.0,1307.0,3133.0,5294.0,4577.0,1278.0,44.0,1027.0,88.0,2.0,253.0,2543.0,885.0,995.0,5596.0,3136.0,2217.0,2359.0,1.0,2141.0,2403.0,3863.0,2175.0,904.0,82.0,3.0,2.0,3359.0,907.0,481.0,1028.0,477.0,1962.0,1898.0,304.0,997.0,9.0,2.0,354.0,2139.0,4801.0,683.0,574.0,22.0,1326.0,4.0,2875.0,316.0,4.0,3.0,
DHDr2_00_B,472.0,2194.0,2614.0,1904.0,1431.0,2748.0,10.0,198.0,2733.0,705.0,1890.0,1923.0,26.0,2189.0,2223.0,781.0,1259.0,2142.0,1901.0,422.0,696.0,1670.0,721.0,295.0,242.0,1026.0,1547.0,3245.0,522.0,2817.0,849.0,923.0,417.0,730.0,803.0,1475.0,10.0,1078.0,3014.0,2505.0,786.0,1834.0,344.0,939.0,2466.0,1126.0,2158.0,1398.0,1611.0,2391.0,3137.0,1207.0,,1448.0,1246.0,3225.0,1427.0,932.0,1440.0,312.0,3571.0,1548.0,1926.0,605.0,1198.0,1217.0,270.0,401.0,436.0,4.0,2420.0,4800.0,721.0,4103.0,3949.0,1913.0,1138.0,438.0,4905.0,1057.0,,1968.0,5291.0,1235.0,1255.0,4946.0,1300.0,506.0,1090.0,3.0,833.0,1400.0,11.0,315.0,3.0,917.0,2.0,472.0,3753.0,1335.0,844.0,346.0,1846.0,2949.0,2236.0,942.0,612.0,34.0,431.0,1577.0,2545.0,859.0,475.0,982.0,4.0,77.0,7.0,5.0,132.0,130.0,,3.0
DHDr2_01_A,141.0,1528.0,3257.0,3847.0,1274.0,13.0,713.0,8.0,2091.0,646.0,1074.0,1154.0,155.0,783.0,1783.0,300.0,1167.0,691.0,401.0,835.0,153.0,429.0,234.0,8.0,1102.0,785.0,1967.0,4846.0,346.0,421.0,900.0,533.0,36.0,1713.0,302.0,1293.0,1078.0,211.0,450.0,247.0,293.0,2948.0,97.0,865.0,2140.0,2338.0,361.0,530.0,2725.0,852.0,624.0,1179.0,119.0,789.0,15.0,2145.0,969.0,1061.0,418.0,1522.0,1114.0,3236.0,2193.0,159.0,596.0,1041.0,673.0,128.0,1022.0,637.0,5632.0,2576.0,1534.0,1174.0,5502.0,2181.0,729.0,659.0,197.0,578.0,,4.0,1442.0,390.0,1604.0,2030.0,944.0,3369.0,3263.0,1331.0,311.0,2301.0,729.0,1973.0,279.0,6.0,1.0,1148.0,3089.0,1776.0,21.0,1389.0,166.0,1512.0,1515.0,555.0,2436.0,345.0,3.0,390.0,1457.0,3841.0,1907.0,4432.0,6.0,3.0,1.0,658.0,2.0,1.0,1033.0,1.0
DHDr2_01_B,613.0,3702.0,4689.0,9367.0,2350.0,1914.0,772.0,526.0,1818.0,574.0,2069.0,1779.0,724.0,5408.0,4226.0,870.0,296.0,1426.0,4697.0,3074.0,328.0,2.0,247.0,157.0,673.0,6601.0,4156.0,1377.0,3106.0,1632.0,1270.0,321.0,1465.0,1846.0,2042.0,2800.0,1194.0,542.0,455.0,493.0,3088.0,4076.0,77.0,4590.0,1440.0,2761.0,1849.0,2614.0,2134.0,1817.0,1912.0,474.0,1.0,1680.0,227.0,3954.0,602.0,2366.0,976.0,638.0,2791.0,6336.0,2612.0,2311.0,1402.0,4123.0,1304.0,666.0,522.0,1031.0,4442.0,5879.0,1202.0,3435.0,6726.0,2553.0,325.0,756.0,779.0,7.0,1.0,561.0,4794.0,2803.0,1776.0,5096.0,1841.0,2842.0,846.0,2.0,1135.0,3767.0,1894.0,2294.0,5.0,540.0,5.0,71.0,2654.0,2509.0,1155.0,1183.0,1929.0,1893.0,622.0,2612.0,184.0,7.0,6.0,923.0,2663.0,2038.0,1048.0,18.0,1114.0,1253.0,223.0,5.0,3.0,4.0,412.0,
DHDr2_02_A,199.0,1915.0,2484.0,1423.0,2765.0,1212.0,1879.0,670.0,3016.0,1483.0,1187.0,2442.0,86.0,1677.0,2112.0,2037.0,1309.0,821.0,1275.0,655.0,393.0,943.0,159.0,1478.0,707.0,1765.0,853.0,1443.0,610.0,1097.0,841.0,286.0,1208.0,1821.0,416.0,1790.0,370.0,308.0,342.0,2154.0,1905.0,4729.0,360.0,912.0,778.0,1461.0,537.0,2138.0,3519.0,400.0,2559.0,1389.0,,2987.0,2137.0,644.0,1196.0,1988.0,360.0,115.0,1492.0,3355.0,3115.0,2101.0,145.0,3933.0,372.0,226.0,6.0,912.0,5918.0,2594.0,260.0,1879.0,3478.0,1612.0,1291.0,20.0,6.0,,2.0,340.0,2023.0,1447.0,2025.0,785.0,1307.0,1563.0,985.0,2.0,2014.0,1637.0,269.0,1202.0,14.0,924.0,3.0,3.0,2427.0,2595.0,413.0,350.0,395.0,1318.0,2167.0,1349.0,681.0,325.0,645.0,8.0,242.0,2588.0,52.0,960.0,6.0,4.0,1175.0,4.0,1172.0,2.0,1.0,599.0
DHDr2_02_B,117.0,765.0,3237.0,1418.0,2034.0,323.0,950.0,757.0,864.0,264.0,763.0,3108.0,822.0,2622.0,2475.0,426.0,787.0,11.0,1314.0,3095.0,221.0,270.0,280.0,,1587.0,1935.0,548.0,1393.0,704.0,567.0,1270.0,62.0,271.0,3333.0,1929.0,934.0,773.0,477.0,706.0,554.0,931.0,2444.0,427.0,929.0,1485.0,3299.0,7.0,71.0,1358.0,809.0,725.0,1915.0,216.0,1864.0,154.0,2326.0,25.0,2600.0,55.0,397.0,831.0,2916.0,99.0,247.0,529.0,2027.0,815.0,767.0,2.0,5.0,1412.0,3711.0,1053.0,4165.0,4975.0,949.0,980.0,631.0,624.0,25.0,418.0,417.0,2418.0,342.0,1800.0,2618.0,1175.0,729.0,1183.0,44.0,2705.0,1821.0,2245.0,2086.0,385.0,1791.0,2.0,833.0,1651.0,2901.0,1376.0,1857.0,14.0,2672.0,961.0,972.0,448.0,441.0,5.0,1048.0,838.0,1986.0,1984.0,666.0,2.0,1262.0,620.0,2141.0,2.0,1079.0,97.0,4.0
DHDr2_03_A,1270.0,3126.0,4041.0,3660.0,1213.0,1391.0,761.0,1610.0,1013.0,2207.0,1902.0,2172.0,756.0,3492.0,2068.0,1796.0,606.0,1473.0,1331.0,2177.0,5.0,430.0,627.0,499.0,1404.0,699.0,1902.0,3997.0,2419.0,2904.0,1165.0,167.0,1230.0,798.0,562.0,3915.0,124.0,1625.0,3179.0,703.0,1319.0,1804.0,38.0,977.0,2064.0,1704.0,852.0,532.0,514.0,1290.0,1889.0,472.0,1072.0,913.0,133.0,1235.0,1681.0,2262.0,455.0,692.0,2244.0,4419.0,881.0,2900.0,1934.0,1961.0,1610.0,774.0,918.0,611.0,2579.0,3046.0,1353.0,1766.0,3140.0,1901.0,1264.0,168.0,1223.0,6.0,973.0,1954.0,1790.0,821.0,2008.0,3323.0,1945.0,7007.0,3139.0,1.0,2744.0,1922.0,2411.0,2124.0,6.0,1116.0,2.0,1.0,1870.0,2410.0,991.0,816.0,2980.0,3599.0,1005.0,2444.0,551.0,184.0,2.0,1830.0,267.0,2452.0,219.0,3389.0,8.0,10.0,186.0,768.0,445.0,30.0,479.0,516.0
DHDr2_03_B,273.0,4292.0,1348.0,3646.0,2905.0,1949.0,1662.0,718.0,105.0,227.0,800.0,2910.0,953.0,2578.0,1504.0,1560.0,890.0,2037.0,1138.0,1799.0,189.0,3436.0,148.0,1286.0,1694.0,519.0,1541.0,5574.0,1133.0,4907.0,627.0,468.0,2928.0,2547.0,569.0,2085.0,1858.0,13.0,1923.0,2107.0,513.0,5299.0,204.0,3805.0,3373.0,1732.0,1623.0,1113.0,2876.0,1854.0,4629.0,1939.0,387.0,2870.0,1001.0,827.0,1524.0,1635.0,10.0,223.0,3414.0,2725.0,1193.0,1934.0,2539.0,1912.0,1462.0,304.0,244.0,1429.0,3766.0,3881.0,1108.0,3091.0,4778.0,1196.0,2710.0,667.0,11.0,304.0,2.0,806.0,3064.0,1250.0,2997.0,7689.0,5088.0,2624.0,1862.0,1.0,2596.0,2966.0,1938.0,7938.0,197.0,1294.0,375.0,491.0,3818.0,4881.0,3416.0,1570.0,254.0,2766.0,3710.0,1377.0,947.0,541.0,915.0,302.0,1389.0,2822.0,228.0,2243.0,925.0,2426.0,323.0,1602.0,141.0,23.0,4.0,4.0
DHDr2_04_A,311.0,1331.0,1590.0,1078.0,1120.0,923.0,1685.0,213.0,1495.0,1221.0,2484.0,1319.0,441.0,1610.0,1865.0,703.0,380.0,1406.0,1537.0,1639.0,114.0,1894.0,769.0,1952.0,360.0,1451.0,532.0,2710.0,1334.0,998.0,193.0,365.0,989.0,873.0,1169.0,1552.0,1470.0,484.0,1015.0,2575.0,325.0,2348.0,97.0,610.0,694.0,2492.0,1048.0,881.0,382.0,960.0,3020.0,1163.0,90.0,1131.0,2892.0,1317.0,1493.0,628.0,343.0,681.0,2086.0,2493.0,2721.0,31.0,564.0,1594.0,612.0,86.0,1342.0,207.0,1984.0,901.0,768.0,1075.0,3867.0,1146.0,449.0,5.0,14.0,113.0,3.0,114.0,1874.0,917.0,649.0,3892.0,1057.0,1668.0,959.0,289.0,2076.0,1936.0,1294.0,943.0,870.0,826.0,156.0,242.0,971.0,3789.0,1444.0,584.0,99.0,1227.0,2182.0,1011.0,1166.0,991.0,555.0,265.0,589.0,1652.0,1626.0,1032.0,279.0,224.0,153.0,6.0,178.0,247.0,2.0,3.0
DHDr2_04_B,554.0,3660.0,1146.0,796.0,653.0,2252.0,994.0,33.0,1446.0,1305.0,1864.0,1613.0,158.0,3337.0,1948.0,45.0,1646.0,1541.0,5819.0,215.0,282.0,337.0,633.0,1606.0,912.0,1349.0,2589.0,25.0,1285.0,2470.0,749.0,445.0,2339.0,2639.0,979.0,1368.0,809.0,536.0,1132.0,2192.0,692.0,4882.0,491.0,606.0,1445.0,4787.0,62.0,1801.0,2094.0,1055.0,1592.0,563.0,636.0,2188.0,660.0,2035.0,1129.0,1557.0,305.0,122.0,5226.0,2356.0,4530.0,585.0,902.0,23.0,9.0,767.0,527.0,300.0,5227.0,4001.0,792.0,5560.0,4519.0,1702.0,913.0,218.0,687.0,300.0,3.0,1679.0,3272.0,436.0,2000.0,7774.0,2563.0,3704.0,4679.0,12.0,2858.0,4544.0,1568.0,2502.0,1425.0,458.0,1.0,94.0,2410.0,3106.0,2374.0,3407.0,383.0,3078.0,2368.0,666.0,1951.0,446.0,618.0,7.0,4683.0,2628.0,1922.0,3198.0,823.0,1204.0,1080.0,5.0,353.0,4.0,249.0,516.0
DHDr2_05_A,432.0,2215.0,1142.0,2840.0,283.0,1975.0,458.0,1050.0,1625.0,1320.0,739.0,2076.0,216.0,3477.0,48.0,609.0,1191.0,166.0,1566.0,152.0,364.0,308.0,621.0,263.0,652.0,3209.0,984.0,2621.0,1111.0,2244.0,271.0,146.0,439.0,887.0,246.0,1386.0,1293.0,14.0,1391.0,724.0,708.0,4489.0,249.0,868.0,1690.0,1666.0,520.0,929.0,2202.0,1171.0,2738.0,5.0,,1950.0,983.0,2117.0,17.0,631.0,258.0,372.0,3424.0,1733.0,3146.0,1007.0,67.0,1857.0,695.0,589.0,249.0,324.0,2947.0,1295.0,361.0,2511.0,5322.0,1188.0,103.0,242.0,1037.0,,1.0,1542.0,2375.0,1453.0,2456.0,2693.0,2125.0,3109.0,2716.0,6.0,1134.0,469.0,1365.0,950.0,4.0,682.0,4.0,363.0,2150.0,2120.0,1736.0,66.0,148.0,2203.0,1690.0,14.0,499.0,372.0,3.0,3.0,470.0,1417.0,1816.0,1004.0,984.0,1361.0,1.0,1200.0,422.0,1.0,245.0,3.0
DHDr2_05_B,1901.0,2997.0,1606.0,2664.0,2822.0,2232.0,35.0,684.0,4436.0,71.0,838.0,1838.0,498.0,2992.0,2553.0,1013.0,623.0,616.0,1526.0,2007.0,73.0,703.0,529.0,977.0,1523.0,923.0,2856.0,3163.0,1829.0,1055.0,2413.0,218.0,1535.0,1627.0,889.0,2140.0,722.0,1286.0,1884.0,3565.0,1156.0,5541.0,63.0,543.0,2753.0,2145.0,2115.0,1008.0,1843.0,1296.0,1147.0,2728.0,475.0,1413.0,963.0,3512.0,2542.0,741.0,1368.0,282.0,2343.0,6381.0,2964.0,2062.0,1106.0,1994.0,1111.0,360.0,217.0,529.0,1878.0,1608.0,1468.0,2195.0,4272.0,3246.0,416.0,977.0,1288.0,348.0,1.0,719.0,5001.0,1299.0,310.0,3522.0,1346.0,954.0,6906.0,5.0,3689.0,2641.0,468.0,2181.0,647.0,323.0,419.0,1.0,2249.0,2292.0,741.0,1057.0,2502.0,4667.0,715.0,849.0,1045.0,1104.0,4.0,409.0,1685.0,4534.0,631.0,476.0,968.0,320.0,2.0,235.0,5.0,837.0,5.0,3.0
DHDr2_06_A,753.0,4057.0,2154.0,2037.0,3973.0,2035.0,724.0,2566.0,1361.0,18.0,2539.0,3286.0,1193.0,4578.0,3064.0,2304.0,494.0,576.0,1194.0,518.0,595.0,788.0,315.0,680.0,2652.0,2782.0,3531.0,1294.0,2525.0,4586.0,746.0,544.0,2242.0,1899.0,931.0,2995.0,3298.0,474.0,922.0,1635.0,2255.0,1667.0,80.0,2668.0,2058.0,1201.0,1445.0,601.0,1771.0,2790.0,4366.0,841.0,56.0,1501.0,3554.0,1584.0,13.0,1829.0,1890.0,913.0,3007.0,3694.0,2738.0,770.0,1284.0,1407.0,261.0,1070.0,606.0,4.0,5421.0,6001.0,2547.0,1692.0,7638.0,2645.0,2607.0,648.0,1645.0,3.0,19.0,121.0,3694.0,1346.0,889.0,5082.0,1218.0,2225.0,3523.0,1452.0,2779.0,2334.0,3098.0,4382.0,2889.0,350.0,680.0,226.0,3792.0,5216.0,1042.0,1964.0,1573.0,4661.0,1075.0,1424.0,528.0,697.0,935.0,1489.0,820.0,2560.0,820.0,156.0,1008.0,7.0,786.0,931.0,206.0,455.0,184.0,811.0
DHDr2_06_B,428.0,5084.0,1653.0,2168.0,1885.0,1769.0,317.0,436.0,1762.0,740.0,406.0,1979.0,2.0,3860.0,592.0,1076.0,2308.0,1330.0,2398.0,517.0,849.0,689.0,148.0,580.0,810.0,4024.0,997.0,5053.0,2533.0,1212.0,698.0,1617.0,391.0,3116.0,848.0,684.0,875.0,5.0,1803.0,2370.0,581.0,2198.0,5.0,2109.0,1859.0,602.0,398.0,1978.0,1980.0,1826.0,1305.0,828.0,1.0,1532.0,1567.0,2957.0,1676.0,2945.0,2068.0,157.0,3450.0,1974.0,1920.0,1036.0,2716.0,911.0,917.0,294.0,5.0,744.0,2828.0,2573.0,714.0,2004.0,3049.0,2561.0,1704.0,1065.0,44.0,197.0,247.0,1141.0,3770.0,1521.0,1290.0,3606.0,1236.0,1297.0,2854.0,386.0,2137.0,649.0,1579.0,3412.0,1108.0,809.0,3.0,1.0,3457.0,4786.0,1360.0,2841.0,81.0,1869.0,1733.0,1139.0,369.0,1359.0,1344.0,278.0,1862.0,1207.0,6.0,270.0,7.0,5.0,306.0,351.0,2.0,,919.0,1.0
DHDr2_07_A,301.0,4086.0,3457.0,2269.0,2573.0,1713.0,530.0,260.0,768.0,542.0,1474.0,2277.0,157.0,2033.0,2204.0,1596.0,780.0,515.0,1113.0,626.0,3.0,1785.0,63.0,1536.0,561.0,1182.0,541.0,6270.0,3352.0,6009.0,477.0,382.0,1530.0,296.0,686.0,1685.0,2121.0,1780.0,1450.0,1502.0,526.0,3167.0,571.0,909.0,1246.0,980.0,307.0,1246.0,1831.0,511.0,2307.0,1309.0,2.0,2899.0,998.0,2207.0,485.0,2986.0,1049.0,1367.0,3885.0,4404.0,2117.0,330.0,2948.0,2370.0,795.0,701.0,6.0,3.0,7019.0,3642.0,672.0,2883.0,4235.0,2629.0,792.0,808.0,678.0,7.0,76.0,956.0,2714.0,1390.0,841.0,9425.0,2014.0,1588.0,4044.0,2.0,1373.0,1643.0,2190.0,1883.0,20.0,383.0,1184.0,700.0,3164.0,3295.0,1711.0,1231.0,377.0,3140.0,1115.0,1248.0,1617.0,924.0,432.0,3092.0,468.0,1062.0,1934.0,2240.0,256.0,2204.0,1028.0,6.0,1.0,1.0,1.0,4.0
DHDr2_07_B,267.0,2860.0,1510.0,2904.0,1810.0,2633.0,1336.0,667.0,2039.0,2156.0,815.0,2542.0,140.0,1658.0,2029.0,1333.0,890.0,1411.0,4234.0,167.0,72.0,1085.0,215.0,431.0,1076.0,2957.0,1756.0,4100.0,907.0,1632.0,931.0,372.0,1363.0,121.0,634.0,1938.0,1078.0,1182.0,2025.0,1358.0,1710.0,5856.0,358.0,851.0,1776.0,1115.0,570.0,1260.0,2191.0,818.0,2452.0,582.0,1.0,890.0,1281.0,4624.0,678.0,2248.0,537.0,322.0,396.0,696.0,431.0,903.0,1221.0,462.0,213.0,445.0,9.0,1486.0,4720.0,2241.0,1335.0,3453.0,2035.0,2566.0,1475.0,258.0,4.0,774.0,123.0,1216.0,2130.0,2060.0,3539.0,3268.0,435.0,2643.0,3081.0,1.0,3410.0,1572.0,1399.0,1150.0,2.0,1430.0,4.0,1.0,3120.0,2531.0,680.0,973.0,1838.0,1146.0,1354.0,1318.0,9.0,705.0,292.0,746.0,2275.0,2130.0,956.0,1685.0,13.0,125.0,123.0,514.0,2.0,1.0,1.0,765.0
DHDr2_08_A,1914.0,1810.0,654.0,225.0,1230.0,1698.0,588.0,584.0,546.0,323.0,2090.0,2437.0,3.0,841.0,743.0,366.0,689.0,2340.0,390.0,1093.0,79.0,696.0,114.0,211.0,547.0,2175.0,1659.0,2722.0,681.0,2111.0,891.0,125.0,1165.0,1087.0,6.0,868.0,2422.0,499.0,1519.0,2955.0,1653.0,1448.0,363.0,1181.0,952.0,1440.0,741.0,1169.0,1218.0,1364.0,1242.0,973.0,106.0,1126.0,1963.0,1992.0,11.0,1566.0,293.0,1710.0,1896.0,4622.0,1668.0,532.0,1299.0,442.0,312.0,197.0,6.0,4.0,2156.0,2640.0,593.0,763.0,5969.0,2458.0,361.0,921.0,26.0,698.0,1.0,6.0,434.0,587.0,918.0,2969.0,1525.0,2488.0,2241.0,1.0,2609.0,10.0,1455.0,4486.0,20.0,296.0,95.0,1.0,1605.0,1564.0,6.0,1297.0,251.0,548.0,1085.0,2237.0,591.0,357.0,1.0,4.0,249.0,769.0,574.0,546.0,327.0,272.0,415.0,4.0,4.0,551.0,2.0,818.0
DHDr2_08_B,374.0,2480.0,3204.0,1435.0,1260.0,2312.0,709.0,1167.0,970.0,1123.0,1231.0,785.0,4.0,1988.0,3220.0,569.0,808.0,261.0,2906.0,702.0,293.0,1731.0,574.0,904.0,1171.0,1046.0,3527.0,2420.0,1346.0,1945.0,1867.0,665.0,10.0,399.0,835.0,498.0,467.0,833.0,462.0,2522.0,527.0,3157.0,1439.0,574.0,841.0,2118.0,1020.0,468.0,2749.0,359.0,833.0,2409.0,1447.0,1965.0,3014.0,1110.0,489.0,2205.0,450.0,966.0,2360.0,1993.0,2370.0,1003.0,742.0,865.0,2214.0,851.0,331.0,788.0,1935.0,1057.0,10.0,2683.0,4093.0,1084.0,528.0,826.0,902.0,59.0,163.0,378.0,2319.0,757.0,2420.0,5302.0,844.0,2311.0,1107.0,1.0,197.0,2923.0,1161.0,2968.0,1.0,2330.0,46.0,1.0,850.0,1255.0,523.0,351.0,59.0,1421.0,2012.0,3551.0,7.0,564.0,2.0,201.0,447.0,1768.0,1570.0,12.0,1798.0,1055.0,1.0,389.0,2.0,2.0,966.0,503.0
DHDr2_09_A,1595.0,3723.0,3071.0,4096.0,4767.0,2333.0,1626.0,2449.0,4205.0,395.0,1207.0,3493.0,507.0,3295.0,3625.0,3658.0,2494.0,2599.0,1149.0,1314.0,201.0,1609.0,1073.0,1744.0,1219.0,2502.0,779.0,3574.0,3465.0,2010.0,1469.0,244.0,1081.0,1521.0,1855.0,2672.0,1537.0,754.0,795.0,1285.0,1426.0,2168.0,1777.0,1011.0,2202.0,1392.0,846.0,1809.0,2328.0,3437.0,1159.0,696.0,5.0,269.0,1823.0,289.0,1511.0,2897.0,1431.0,872.0,1787.0,5087.0,2042.0,3323.0,1375.0,1630.0,544.0,570.0,7.0,233.0,3517.0,6817.0,359.0,1301.0,8504.0,3209.0,1544.0,713.0,433.0,535.0,1.0,415.0,4399.0,1561.0,3803.0,6478.0,1429.0,3271.0,3307.0,3.0,3502.0,1564.0,1564.0,5978.0,225.0,3.0,477.0,351.0,3810.0,3751.0,1661.0,1222.0,1665.0,3020.0,2142.0,3253.0,2024.0,1370.0,830.0,317.0,1314.0,1781.0,1567.0,4340.0,327.0,1403.0,1203.0,6.0,2.0,7.0,1.0,2.0
