Binder1,A_ZCON_13_swap,A_ZCON_150_swap,A_ZCON_154_swap,A_ZCON_155_swap,A_ZCON_15_re_loop_swap,A_ZCON_162_swap,A_ZCON_37_3_swap,A_ZCON_37_swap,A_ZCON_6_swap,B_ZCON_13_swap,B_ZCON_150_swap,B_ZCON_154_swap,B_ZCON_155_swap,B_ZCON_15_re_loop_swap,B_ZCON_162_swap,B_ZCON_37_3_swap,B_ZCON_37_swap,B_ZCON_6_swap,DHDr2_00_A,DHDr2_00_B,DHDr2_01_A,DHDr2_01_B,DHDr2_02_A,DHDr2_02_B,DHDr2_03_A,DHDr2_03_B,DHDr2_04_A,DHDr2_04_B,DHDr2_05_A,DHDr2_05_B,DHDr2_06_A,DHDr2_06_B,DHDr2_07_A,DHDr2_07_B,DHDr2_08_A,DHDr2_08_B,DHDr2_09_A,DHDr2_09_B,DHDr2_10_A,DHDr2_10_B,DHDr2_11_A,DHDr2_11_B,DHDr2_12_A,DHDr2_12_B,DHDr2_13_A,DHDr2_13_B,DHDr2_14_A,DHDr2_14_B,DHDr2_15_A,DHDr2_15_B,DHDr2_16_A,DHDr2_16_B,DHDr2_17_A,DHDr2_17_B,DHDr2_18_A,DHDr2_18_B,DHDr2_19_A,DHDr2_19_B,DHDr2_20_A,DHDr2_20_B,ZCON_150_LL_A,ZCON_150_LL_B,ZCON_150_resurf_A,ZCON_150_resurf_B,ZCON_152_A,ZCON_152_B,ZCON_152_T2_A,ZCON_152_T2_B,ZCON_152_T4_A,ZCON_152_T4_B,ZCON_154_LL_A,ZCON_154_LL_B,ZCON_154_resurf_A,ZCON_154_resurf_B,ZCON_155_LL_A,ZCON_155_LL_B,ZCON_155_cutT2_A,ZCON_155_cutT2_B,ZCON_155_cutT4_A,ZCON_155_cutT4_B,ZCON_155_cutT5_A,ZCON_155_cutT5_B,ZCON_155_resurf_A,ZCON_155_resurf_B,ZCON_15_re_loop_LL_A,ZCON_15_re_loop_LL_B,ZCON_15_re_loop_resurf_A,ZCON_15_re_loop_resurf_B,ZCON_2_CC_A,ZCON_2_CC_B,ZCON_2_CC_resurf_A,ZCON_2_CC_resurf_B,ZCON_2_CC_resurf_cutT2_A,ZCON_2_CC_resurf_cutT2_B,ZCON_2_CC_resurf_cutT4_A,ZCON_2_CC_resurf_cutT4_B,ZCON_2_CC_resurf_cutT6_A,ZCON_2_CC_resurf_cutT6_B,ZCON_37_LL_A,ZCON_37_LL_B,ZCON_37_resurf_A,ZCON_37_resurf_B,ZCON_VR_2_A,ZCON_VR_2_B,ZCON_VR_2_cutT2_A,ZCON_VR_2_cutT2_B,ZCON_VR_2_cutT4_A,ZCON_VR_2_cutT4_B,ZCON_VR_2_cutT6_A,ZCON_VR_2_cutT6_B,ZCON_VR_2_resurf_A,ZCON_VR_2_resurf_B,mALb8_A,mALb8_B,mALb8_cutT1_A,mALb8_cutT1_B,mALb8_cutT2_A,mALb8_cutT2_B,mALb8_cutT3_A,mALb8_cutT3_B,mALb8_cutT4_A,mALb8_cutT4_B
ZCON_37_LL_B,315.0,3546.0,1921.0,5152.0,2364.0,3522.0,956.0,2340.0,5207.0,691.0,2330.0,3145.0,882.0,3738.0,4161.0,893.0,675.0,1834.0,3878.0,1406.0,1010.0,636.0,1188.0,220.0,1375.0,4560.0,1874.0,4133.0,1822.0,804.0,676.0,1331.0,964.0,4509.0,1736.0,2863.0,2160.0,1066.0,2821.0,1392.0,2287.0,4581.0,849.0,1901.0,2046.0,4908.0,1380.0,1130.0,3527.0,3214.0,2382.0,1464.0,853.0,4045.0,5332.0,3163.0,546.0,2241.0,1396.0,1279.0,2774.0,4079.0,3720.0,1049.0,1316.0,2249.0,1195.0,461.0,836.0,999.0,7067.0,6963.0,3542.0,2146.0,6945.0,3628.0,532.0,2124.0,383.0,884.0,2.0,1342.0,3093.0,830.0,3191.0,10286.0,2999.0,2285.0,1754.0,,658.0,3997.0,881.0,3424.0,1319.0,6.0,458.0,2.0,2411.0,28.0,2397.0,2147.0,729.0,1598.0,2407.0,5467.0,742.0,2503.0,1.0,954.0,987.0,3159.0,2980.0,1508.0,1406.0,267.0,452.0,93.0,546.0,420.0,470.0,1563.0
ZCON_37_resurf_A,337.0,1372.0,2767.0,769.0,845.0,816.0,159.0,10.0,2082.0,1416.0,151.0,3615.0,576.0,2773.0,2173.0,7.0,754.0,600.0,1323.0,1656.0,265.0,537.0,181.0,608.0,399.0,1919.0,553.0,3914.0,2372.0,1388.0,433.0,263.0,894.0,297.0,495.0,1654.0,2482.0,930.0,680.0,859.0,1564.0,4498.0,299.0,192.0,657.0,2833.0,1948.0,503.0,1357.0,11.0,930.0,1594.0,67.0,2367.0,2614.0,1691.0,302.0,314.0,1010.0,27.0,896.0,4222.0,447.0,1772.0,688.0,1893.0,205.0,430.0,501.0,354.0,3096.0,3038.0,886.0,1211.0,3453.0,2157.0,3261.0,573.0,865.0,356.0,1.0,912.0,2222.0,89.0,914.0,1345.0,1295.0,1391.0,1836.0,1.0,1279.0,998.0,1477.0,1075.0,16.0,713.0,282.0,1.0,1021.0,3837.0,,2572.0,474.0,3403.0,941.0,1185.0,837.0,997.0,3.0,397.0,1075.0,1474.0,1.0,556.0,2111.0,327.0,586.0,3.0,1.0,394.0,1.0,1.0
ZCON_37_resurf_B,1028.0,2958.0,6639.0,2846.0,2443.0,1844.0,2389.0,1276.0,850.0,324.0,958.0,1117.0,631.0,1837.0,3538.0,350.0,1676.0,619.0,4565.0,691.0,107.0,261.0,67.0,960.0,1115.0,888.0,1956.0,726.0,702.0,386.0,1438.0,738.0,394.0,2135.0,418.0,714.0,2009.0,716.0,524.0,848.0,180.0,5591.0,218.0,2254.0,760.0,1840.0,536.0,1944.0,1532.0,1552.0,533.0,1375.0,644.0,2284.0,351.0,1596.0,1678.0,1637.0,1073.0,1108.0,3741.0,2734.0,1114.0,1019.0,1044.0,1821.0,331.0,477.0,911.0,243.0,2325.0,2902.0,1473.0,1619.0,2024.0,1308.0,925.0,585.0,247.0,33.0,94.0,722.0,1497.0,125.0,1502.0,5376.0,1470.0,4284.0,2639.0,3.0,341.0,3233.0,1665.0,2652.0,701.0,1013.0,149.0,1303.0,1657.0,959.0,948.0,437.0,49.0,1940.0,1722.0,293.0,1035.0,1378.0,275.0,961.0,624.0,770.0,544.0,698.0,784.0,759.0,19.0,598.0,366.0,597.0,187.0,1039.0
ZCON_VR_2_A,685.0,4753.0,5326.0,1045.0,3076.0,1327.0,1748.0,1472.0,1659.0,490.0,1001.0,4518.0,845.0,4079.0,2882.0,988.0,3375.0,1201.0,5039.0,1024.0,209.0,491.0,880.0,664.0,1863.0,4605.0,4027.0,3270.0,2551.0,2357.0,1945.0,520.0,2660.0,2687.0,1888.0,2691.0,2064.0,270.0,1373.0,2697.0,1009.0,4381.0,222.0,962.0,4668.0,6327.0,665.0,718.0,3149.0,2304.0,4356.0,3182.0,7.0,2771.0,2499.0,3164.0,786.0,2822.0,987.0,535.0,2458.0,4404.0,1897.0,764.0,4100.0,4821.0,4.0,859.0,1083.0,6.0,2900.0,3447.0,382.0,2512.0,5593.0,2988.0,40.0,963.0,954.0,1120.0,,215.0,2841.0,1309.0,1065.0,5648.0,1247.0,2066.0,4449.0,857.0,3936.0,2883.0,532.0,1539.0,279.0,817.0,2072.0,172.0,3660.0,4332.0,2788.0,2855.0,173.0,550.0,1407.0,4544.0,680.0,3012.0,1.0,892.0,1042.0,4191.0,470.0,1613.0,306.0,270.0,617.0,1117.0,216.0,159.0,3.0,3.0
ZCON_VR_2_B,411.0,5095.0,3406.0,1895.0,5493.0,3493.0,1433.0,1236.0,5055.0,1472.0,4582.0,3194.0,437.0,1920.0,1724.0,1230.0,1914.0,3280.0,3052.0,363.0,128.0,1162.0,244.0,1923.0,1451.0,4116.0,2509.0,3001.0,4507.0,3507.0,1512.0,166.0,3269.0,3829.0,3679.0,3964.0,2272.0,1807.0,1414.0,1605.0,3636.0,3914.0,808.0,1206.0,1759.0,4165.0,329.0,1594.0,2211.0,989.0,3293.0,2157.0,5.0,4348.0,5570.0,2345.0,3901.0,3985.0,661.0,1760.0,4462.0,7094.0,2209.0,4284.0,1030.0,3034.0,2433.0,1051.0,1364.0,565.0,8517.0,4329.0,1211.0,5648.0,6453.0,4995.0,1808.0,935.0,866.0,540.0,469.0,241.0,401.0,1492.0,1877.0,9174.0,248.0,2477.0,4267.0,1240.0,3553.0,4486.0,1142.0,2396.0,1098.0,455.0,1524.0,930.0,3933.0,5276.0,706.0,2006.0,949.0,5103.0,2797.0,1659.0,3636.0,652.0,124.0,279.0,2988.0,3327.0,1422.0,2316.0,1370.0,2204.0,1199.0,785.0,1442.0,353.0,138.0,5.0
ZCON_VR_2_cutT2_A,821.0,2409.0,2791.0,695.0,2202.0,847.0,268.0,229.0,1955.0,227.0,2134.0,1288.0,215.0,2184.0,1134.0,468.0,662.0,304.0,1243.0,522.0,153.0,757.0,838.0,656.0,596.0,2625.0,978.0,475.0,1991.0,920.0,576.0,165.0,646.0,14.0,848.0,3459.0,579.0,255.0,101.0,985.0,384.0,3329.0,3.0,806.0,11.0,616.0,5.0,556.0,859.0,1358.0,1776.0,17.0,52.0,653.0,466.0,585.0,2366.0,599.0,291.0,452.0,970.0,1603.0,1583.0,776.0,1062.0,1033.0,4.0,250.0,434.0,534.0,3339.0,1789.0,630.0,1972.0,1352.0,464.0,107.0,392.0,4.0,2.0,2.0,217.0,2854.0,1392.0,636.0,2674.0,532.0,1882.0,1941.0,456.0,1069.0,557.0,1740.0,1722.0,973.0,385.0,1.0,2.0,924.0,1978.0,1642.0,174.0,435.0,1064.0,2.0,362.0,3.0,105.0,398.0,886.0,436.0,907.0,291.0,2.0,1015.0,1.0,384.0,635.0,1.0,3.0,2.0,
ZCON_VR_2_cutT2_B,205.0,2385.0,1342.0,911.0,1345.0,1975.0,641.0,11.0,568.0,722.0,1195.0,2085.0,1082.0,3037.0,1603.0,468.0,7.0,696.0,3774.0,378.0,105.0,213.0,201.0,1356.0,1676.0,4236.0,1304.0,1122.0,1011.0,1678.0,1101.0,66.0,2716.0,1151.0,924.0,3301.0,1891.0,1254.0,11.0,1857.0,553.0,1944.0,5.0,10.0,2548.0,668.0,2160.0,860.0,2017.0,1639.0,1995.0,2162.0,198.0,3534.0,528.0,4504.0,2172.0,1007.0,2449.0,401.0,1801.0,3793.0,1512.0,1344.0,932.0,287.0,1211.0,248.0,3089.0,653.0,1749.0,2478.0,2235.0,1371.0,1666.0,2830.0,1826.0,947.0,7.0,969.0,2.0,1267.0,2372.0,1224.0,3636.0,4646.0,459.0,1560.0,3372.0,13.0,3232.0,4982.0,560.0,1496.0,275.0,4.0,218.0,2.0,3155.0,2216.0,1369.0,3283.0,957.0,5122.0,271.0,462.0,942.0,437.0,201.0,178.0,2006.0,2029.0,639.0,9.0,423.0,1858.0,689.0,1497.0,1150.0,222.0,3.0,1.0
ZCON_VR_2_cutT4_A,660.0,2830.0,312.0,877.0,3320.0,2158.0,280.0,328.0,330.0,111.0,98.0,611.0,1.0,13.0,1580.0,725.0,623.0,1585.0,1006.0,279.0,1.0,5.0,173.0,4.0,7.0,2027.0,603.0,1746.0,7.0,355.0,555.0,541.0,362.0,523.0,302.0,843.0,542.0,145.0,89.0,475.0,2798.0,1008.0,327.0,2.0,1497.0,9.0,272.0,218.0,7.0,3.0,462.0,1755.0,1.0,5.0,38.0,670.0,346.0,788.0,7.0,480.0,1725.0,3019.0,1715.0,1142.0,492.0,202.0,981.0,1.0,1189.0,142.0,1144.0,1484.0,147.0,505.0,1584.0,651.0,4.0,1023.0,,1.0,613.0,314.0,988.0,455.0,903.0,2969.0,671.0,1078.0,9.0,2.0,1056.0,3067.0,641.0,1650.0,433.0,3.0,1.0,436.0,1659.0,1163.0,432.0,752.0,160.0,570.0,3123.0,1094.0,9.0,3.0,,1.0,166.0,606.0,505.0,691.0,5.0,1.0,1.0,364.0,2.0,161.0,,
ZCON_VR_2_cutT4_B,469.0,2067.0,1677.0,1969.0,1934.0,285.0,2.0,484.0,717.0,323.0,253.0,4124.0,373.0,2618.0,1575.0,899.0,1195.0,8.0,1900.0,174.0,152.0,911.0,2.0,1026.0,167.0,492.0,1058.0,11.0,559.0,869.0,68.0,1.0,159.0,14.0,311.0,512.0,795.0,36.0,2104.0,113.0,701.0,1292.0,14.0,169.0,1357.0,258.0,5.0,510.0,874.0,444.0,4014.0,2664.0,5.0,639.0,12.0,1972.0,8.0,1193.0,422.0,775.0,363.0,2367.0,1396.0,1145.0,441.0,412.0,858.0,593.0,3.0,132.0,2199.0,203.0,1204.0,1491.0,2996.0,870.0,7.0,449.0,4.0,219.0,444.0,5.0,1773.0,267.0,397.0,4935.0,987.0,469.0,1941.0,,10.0,88.0,1975.0,1780.0,3.0,5.0,1.0,,1429.0,727.0,727.0,1859.0,131.0,2568.0,128.0,1311.0,4.0,4.0,,1.0,727.0,788.0,915.0,1463.0,118.0,1.0,2.0,4.0,319.0,3.0,,1493.0
ZCON_VR_2_cutT6_A,174.0,542.0,460.0,547.0,1153.0,530.0,2.0,3.0,1.0,,182.0,255.0,447.0,7.0,473.0,373.0,5.0,492.0,775.0,2.0,,218.0,,101.0,472.0,6.0,739.0,7.0,99.0,4.0,1030.0,55.0,354.0,5.0,1.0,3.0,4.0,4.0,398.0,3.0,89.0,5.0,,198.0,689.0,1367.0,891.0,124.0,,474.0,5.0,435.0,533.0,1221.0,326.0,451.0,1.0,155.0,1.0,2.0,465.0,1219.0,463.0,296.0,238.0,179.0,,1.0,1630.0,,1254.0,1283.0,323.0,524.0,419.0,373.0,456.0,,2.0,259.0,,1.0,205.0,1.0,443.0,7.0,1.0,3.0,1221.0,,620.0,3.0,167.0,1731.0,2.0,595.0,611.0,1.0,1073.0,284.0,301.0,770.0,37.0,225.0,879.0,2.0,367.0,2.0,,1.0,3.0,277.0,3.0,1.0,1.0,,,,1.0,,,
ZCON_VR_2_cutT6_B,1.0,835.0,1942.0,2456.0,1218.0,398.0,122.0,654.0,200.0,10.0,464.0,2255.0,465.0,954.0,287.0,46.0,534.0,559.0,9.0,3.0,194.0,205.0,379.0,197.0,554.0,747.0,380.0,5.0,87.0,1346.0,764.0,3.0,807.0,1574.0,572.0,1368.0,1120.0,348.0,168.0,493.0,4.0,127.0,70.0,4.0,4.0,2493.0,426.0,631.0,237.0,1076.0,277.0,402.0,,461.0,294.0,372.0,186.0,2.0,1273.0,61.0,5.0,1141.0,267.0,327.0,3.0,3.0,3.0,349.0,6.0,347.0,2370.0,3163.0,943.0,344.0,1464.0,118.0,1.0,2.0,,,1.0,343.0,1814.0,4.0,9.0,557.0,828.0,979.0,472.0,385.0,956.0,4.0,4.0,466.0,817.0,3.0,1.0,1.0,609.0,539.0,274.0,202.0,73.0,8.0,34.0,461.0,225.0,1.0,1.0,,292.0,468.0,487.0,2.0,4.0,2.0,1.0,5.0,280.0,,,1.0
ZCON_VR_2_resurf_A,2.0,2096.0,2505.0,3204.0,1366.0,455.0,552.0,941.0,1354.0,985.0,2050.0,2794.0,41.0,896.0,1222.0,963.0,821.0,1043.0,3253.0,578.0,59.0,2445.0,580.0,144.0,74.0,2745.0,1910.0,1301.0,1199.0,1239.0,533.0,3.0,1498.0,858.0,332.0,2807.0,345.0,609.0,1797.0,1214.0,711.0,1518.0,90.0,1003.0,1033.0,1925.0,1036.0,1618.0,803.0,1577.0,1323.0,1176.0,,2370.0,434.0,1209.0,801.0,676.0,898.0,169.0,1996.0,2260.0,1210.0,320.0,396.0,556.0,249.0,3.0,4.0,234.0,2879.0,1031.0,3349.0,1541.0,5722.0,1273.0,198.0,34.0,294.0,241.0,1.0,7.0,1399.0,595.0,1298.0,4636.0,1794.0,1512.0,2567.0,364.0,1518.0,633.0,710.0,190.0,1096.0,746.0,2.0,585.0,3626.0,1875.0,478.0,1195.0,1129.0,1272.0,715.0,1643.0,1241.0,491.0,54.0,798.0,424.0,1699.0,271.0,639.0,398.0,477.0,2.0,627.0,2.0,919.0,145.0,1.0
ZCON_VR_2_resurf_B,490.0,2537.0,4119.0,2923.0,1793.0,1347.0,591.0,1732.0,4416.0,1062.0,1891.0,2971.0,9.0,2479.0,1770.0,1395.0,962.0,3722.0,1158.0,959.0,420.0,1342.0,614.0,698.0,709.0,4603.0,9763.0,3907.0,2103.0,2837.0,2827.0,666.0,624.0,2033.0,1133.0,2183.0,3723.0,2314.0,2455.0,978.0,1112.0,7117.0,223.0,1772.0,1171.0,596.0,1332.0,883.0,4516.0,546.0,1593.0,2957.0,2.0,2571.0,2187.0,3347.0,2208.0,916.0,190.0,1648.0,1536.0,7082.0,2034.0,1258.0,832.0,3146.0,1597.0,507.0,598.0,1328.0,5862.0,4183.0,4044.0,1559.0,5742.0,2444.0,1034.0,382.0,6.0,202.0,5.0,2397.0,4963.0,1198.0,2561.0,8348.0,3314.0,2406.0,515.0,5.0,742.0,3307.0,3562.0,5028.0,5.0,865.0,2.0,670.0,667.0,3912.0,242.0,1421.0,667.0,2182.0,1096.0,1855.0,1134.0,365.0,1577.0,1236.0,279.0,479.0,2598.0,1409.0,9.0,6.0,894.0,1451.0,3.0,4.0,189.0,458.0
mALb8_A,709.0,2150.0,497.0,197.0,1781.0,251.0,588.0,847.0,388.0,715.0,1008.0,481.0,2.0,1285.0,167.0,104.0,269.0,655.0,1615.0,715.0,3.0,759.0,2.0,467.0,516.0,749.0,1497.0,1940.0,1192.0,909.0,5.0,324.0,523.0,997.0,675.0,7.0,844.0,428.0,1687.0,2640.0,1095.0,18.0,1.0,1406.0,1719.0,1885.0,209.0,474.0,455.0,848.0,1446.0,1839.0,,63.0,440.0,1286.0,616.0,1316.0,1246.0,1049.0,853.0,2844.0,1590.0,1338.0,824.0,475.0,430.0,460.0,4.0,2.0,2263.0,1880.0,479.0,146.0,2786.0,1763.0,451.0,147.0,2.0,44.0,417.0,312.0,1202.0,278.0,406.0,4616.0,789.0,727.0,813.0,,982.0,1157.0,1237.0,852.0,309.0,,1.0,2.0,1731.0,205.0,267.0,305.0,171.0,1588.0,7.0,424.0,57.0,391.0,1.0,155.0,382.0,710.0,2.0,5.0,1.0,3.0,1.0,1.0,220.0,313.0,1.0,
mALb8_B,3.0,1990.0,1473.0,2602.0,313.0,1356.0,787.0,4.0,619.0,1345.0,15.0,711.0,194.0,2375.0,1533.0,339.0,1568.0,1638.0,2325.0,119.0,361.0,584.0,61.0,1023.0,935.0,1515.0,237.0,1449.0,1465.0,1075.0,842.0,359.0,993.0,2667.0,579.0,917.0,220.0,662.0,897.0,1452.0,257.0,3143.0,298.0,1136.0,605.0,536.0,827.0,618.0,802.0,1176.0,159.0,4.0,92.0,1870.0,46.0,907.0,239.0,256.0,892.0,357.0,1317.0,2529.0,599.0,242.0,256.0,1007.0,970.0,531.0,4.0,5.0,4240.0,1198.0,369.0,1016.0,3368.0,791.0,1030.0,4.0,4.0,4.0,,1937.0,1735.0,565.0,540.0,1704.0,1835.0,2062.0,2318.0,,1821.0,554.0,724.0,2064.0,2.0,4.0,,3.0,823.0,540.0,1380.0,1031.0,377.0,349.0,1627.0,359.0,246.0,970.0,156.0,80.0,1062.0,2622.0,801.0,5.0,2.0,5.0,2.0,814.0,1.0,1.0,2.0,2.0
mALb8_cutT1_A,188.0,1253.0,457.0,127.0,651.0,769.0,363.0,323.0,195.0,368.0,2.0,1036.0,1.0,599.0,1911.0,13.0,1462.0,1614.0,1013.0,600.0,502.0,399.0,257.0,24.0,1323.0,2099.0,698.0,975.0,963.0,8.0,3.0,141.0,1245.0,156.0,151.0,305.0,11.0,658.0,308.0,1638.0,591.0,241.0,2.0,6.0,651.0,465.0,1170.0,1465.0,1631.0,1558.0,1404.0,935.0,61.0,1900.0,2101.0,341.0,1901.0,314.0,1.0,279.0,907.0,1044.0,1064.0,308.0,997.0,811.0,4.0,7.0,1619.0,290.0,1554.0,1913.0,628.0,433.0,1793.0,710.0,383.0,2.0,224.0,1.0,2.0,2.0,571.0,1037.0,2911.0,22.0,1041.0,1361.0,502.0,1.0,5.0,843.0,2101.0,1737.0,2.0,1.0,,,185.0,1145.0,439.0,411.0,144.0,1577.0,4.0,312.0,7.0,2.0,1.0,3.0,188.0,1655.0,491.0,1400.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0
mALb8_cutT1_B,547.0,961.0,94.0,550.0,449.0,1742.0,2.0,395.0,881.0,846.0,3.0,675.0,1.0,699.0,877.0,212.0,452.0,5.0,661.0,,41.0,1457.0,1031.0,366.0,606.0,326.0,927.0,270.0,277.0,1494.0,285.0,98.0,504.0,2.0,588.0,701.0,1373.0,2.0,482.0,3.0,695.0,438.0,,458.0,1646.0,1212.0,,556.0,2542.0,400.0,1858.0,28.0,42.0,2.0,478.0,340.0,86.0,1406.0,2.0,130.0,1629.0,3242.0,1190.0,4.0,510.0,2374.0,701.0,284.0,1.0,2.0,1415.0,363.0,1015.0,4.0,2097.0,350.0,2.0,3.0,630.0,199.0,90.0,307.0,1130.0,493.0,802.0,1845.0,5.0,402.0,8.0,3.0,242.0,1962.0,3.0,1246.0,818.0,1.0,1.0,,115.0,440.0,3.0,180.0,1.0,1598.0,126.0,619.0,1.0,581.0,,808.0,817.0,856.0,92.0,,4.0,59.0,,1215.0,,1.0,,1.0
mALb8_cutT2_A,366.0,324.0,507.0,842.0,141.0,237.0,782.0,40.0,189.0,5.0,451.0,917.0,1.0,8.0,14.0,3.0,1054.0,651.0,263.0,1.0,1.0,551.0,68.0,1743.0,328.0,2798.0,8.0,540.0,3.0,60.0,125.0,2.0,221.0,693.0,3.0,585.0,170.0,1466.0,2.0,417.0,200.0,502.0,76.0,6.0,1586.0,2486.0,713.0,2.0,453.0,1007.0,227.0,758.0,1.0,1.0,356.0,1705.0,98.0,4.0,34.0,164.0,974.0,481.0,6.0,56.0,5.0,444.0,5.0,1.0,391.0,3.0,2218.0,958.0,10.0,120.0,305.0,802.0,569.0,879.0,2.0,2.0,480.0,3.0,451.0,96.0,883.0,2190.0,493.0,34.0,4.0,,3.0,4.0,6.0,2210.0,881.0,,1.0,332.0,879.0,1043.0,200.0,,1055.0,1021.0,2.0,4.0,1444.0,213.0,2.0,2.0,589.0,8.0,681.0,926.0,1.0,,,496.0,,2.0,1.0,1.0
mALb8_cutT2_B,558.0,1119.0,115.0,6.0,1698.0,2282.0,93.0,876.0,1131.0,101.0,64.0,903.0,1.0,2482.0,1936.0,,841.0,2.0,9.0,247.0,1.0,1415.0,2.0,965.0,,5.0,196.0,4.0,2275.0,1043.0,46.0,1.0,7.0,448.0,7.0,1435.0,2.0,210.0,1055.0,899.0,1063.0,5.0,147.0,5.0,587.0,288.0,1.0,2.0,1499.0,4.0,666.0,213.0,,3.0,78.0,5.0,1023.0,294.0,1.0,164.0,1089.0,1088.0,1619.0,195.0,3.0,420.0,442.0,783.0,1.0,1.0,405.0,1311.0,2.0,429.0,12.0,2552.0,3.0,519.0,2.0,1.0,,1.0,283.0,,257.0,1710.0,230.0,2256.0,8.0,,2460.0,324.0,1247.0,911.0,,1.0,,1.0,622.0,620.0,4.0,2.0,777.0,315.0,600.0,468.0,3.0,1.0,,4.0,713.0,292.0,269.0,6.0,176.0,1.0,,,,,1.0,
mALb8_cutT3_A,71.0,835.0,913.0,39.0,309.0,378.0,,1567.0,297.0,155.0,310.0,1920.0,1.0,1259.0,211.0,9.0,519.0,1323.0,2284.0,3.0,1.0,297.0,523.0,470.0,237.0,1146.0,312.0,2468.0,18.0,319.0,450.0,,2.0,8.0,116.0,465.0,2184.0,59.0,829.0,12.0,125.0,334.0,118.0,314.0,1602.0,418.0,189.0,3.0,5.0,2.0,3.0,367.0,1.0,504.0,877.0,9.0,230.0,5.0,37.0,500.0,6.0,916.0,9.0,882.0,217.0,2.0,2.0,273.0,208.0,142.0,495.0,125.0,1555.0,3.0,11.0,395.0,231.0,638.0,3.0,,156.0,2.0,916.0,1.0,7.0,680.0,330.0,1527.0,552.0,,502.0,4.0,4.0,6.0,1.0,196.0,,259.0,3.0,7.0,905.0,830.0,2.0,1262.0,1.0,481.0,4.0,,,3.0,761.0,4.0,275.0,4.0,5.0,1.0,376.0,1.0,,,,2.0
mALb8_cutT3_B,72.0,406.0,647.0,379.0,257.0,3.0,315.0,194.0,5.0,1.0,177.0,451.0,1.0,433.0,2096.0,338.0,1544.0,3.0,182.0,2.0,149.0,154.0,3.0,471.0,1060.0,2028.0,447.0,7.0,596.0,401.0,411.0,269.0,2.0,347.0,354.0,1.0,4.0,,201.0,66.0,251.0,896.0,1.0,714.0,3.0,1253.0,,2.0,3.0,419.0,5.0,4.0,1.0,4.0,3.0,1506.0,2487.0,203.0,,2.0,1675.0,693.0,314.0,2.0,337.0,767.0,395.0,173.0,467.0,,290.0,228.0,950.0,1.0,11.0,991.0,251.0,,2.0,257.0,3.0,148.0,5.0,3.0,286.0,2824.0,720.0,1602.0,638.0,2.0,6.0,197.0,448.0,1501.0,32.0,1.0,,3.0,857.0,268.0,647.0,,32.0,6.0,2.0,3.0,3.0,419.0,46.0,304.0,5.0,444.0,3.0,2.0,1.0,2.0,190.0,2366.0,1.0,224.0,,
mALb8_cutT4_A,131.0,718.0,3.0,648.0,3.0,203.0,,130.0,400.0,1.0,,642.0,,216.0,712.0,1.0,236.0,3.0,2.0,380.0,1.0,,,,151.0,8.0,108.0,416.0,783.0,3.0,1.0,,1573.0,1110.0,102.0,1.0,732.0,,528.0,116.0,311.0,6.0,,1.0,927.0,1565.0,536.0,1.0,450.0,401.0,2.0,495.0,,525.0,782.0,3.0,47.0,1128.0,1.0,2.0,1239.0,515.0,1711.0,433.0,176.0,2.0,2.0,1.0,1.0,1.0,1983.0,1820.0,1.0,202.0,619.0,592.0,124.0,889.0,1689.0,,,,4.0,859.0,315.0,82.0,5.0,4.0,4.0,1.0,1.0,601.0,3.0,538.0,,,,,6.0,2.0,1.0,421.0,714.0,691.0,3.0,472.0,6.0,3.0,332.0,303.0,4.0,400.0,658.0,4.0,,1.0,1.0,1.0,,1.0,391.0,
mALb8_cutT4_B,1.0,9.0,4.0,81.0,818.0,1.0,1.0,361.0,1325.0,364.0,3.0,251.0,,7.0,3.0,1.0,1.0,2.0,663.0,,67.0,547.0,580.0,1616.0,451.0,6.0,250.0,621.0,5.0,5.0,1.0,1.0,469.0,501.0,226.0,4.0,338.0,1.0,231.0,2.0,1.0,346.0,2.0,169.0,4.0,2006.0,139.0,3.0,561.0,255.0,3.0,728.0,,74.0,2.0,5.0,317.0,2.0,,80.0,4.0,391.0,6.0,2.0,1.0,578.0,,422.0,,1.0,2916.0,3956.0,1123.0,3.0,8.0,411.0,1.0,2.0,2.0,1.0,,,5.0,385.0,643.0,774.0,1.0,795.0,7.0,1.0,209.0,760.0,5.0,699.0,3.0,2.0,,,2.0,621.0,,993.0,1.0,3.0,3.0,4.0,3.0,1.0,291.0,1.0,126.0,671.0,1.0,566.0,297.0,,1.0,1.0,,1261.0,,
